Type,AccountName,AccountCode,Account Groups Name,Book Accounts Name,Email Id,Address1,Address2,Address3,Maintain Balance bill by bill,Party Master Code,HLL Code,TIN Number
L,DESAI MEDICINES-D,P661,Sundry Debtor,Assets,null,PATEL FADIYU,KATARGAM PATELFADYU,N(NEAR) SHRI RAJENDRA SURI GYAN MANDIR,Billwise,P661,HUL-134996D-P55007,111
L,MAHALAXMI MEDICAL GENERAL STORE-D,P662,Sundry Debtor,Assets,null,JANATA NAGAR,KATARGAMT NANIVED,B(BESIDES) GAJERA SCHOOL,Billwise,P662,HUL-134996D-P55042,111
L,KAMDHENU MEDICAL GENERAL STORE-D,P663,Sundry Debtor,Assets,ghanshyambuha@gmail.com,VAIKUNTH SOCIETY,LAXMI KANT ASHARAM ROAD,KATARGAM TO NANIVED,Billwise,P663,HUL-134996D-P55047,1111
L,RAJAHANS MEDICAL-D,P664,Sundry Debtor,Assets,null,KRISHNA RESIDENCY O(OPPOSITE)BHUMI POOJA SOCIETY,BHUMI POOJA SOCIETY  3SAHYOG CHOK,AAMBA TALAVADI,Billwise,P664,HUL-134996D-P55052,11111
L,KRISHANA MEDICAL STORE-D,P665,Sundry Debtor,Assets,kothiyabhavesh0@gmail.com,PRABHU NAGAR,VED KATARGAM ROAD,O(OPPOSITE) UDAY NAGAR 2,Billwise,P665,HUL-134996D-P55122,1111
L,REAL MEDICAL STORES,P666,Sundry Debtor,Assets,null,SHOP NO-19KATHIYAWADI CHAL,CHHAPRA BHATHA ROAD,AMROLI,Billwise,P666,HUL-134996D-P14263,----
L,SHIVAM MEDICAL &amp; GENERAL STORE-D-D,P667,Sundry Debtor,Assets,null,SHOP NO-18KATHIYAWADI CHAL,CHHAPRA BHATHA ROAD,AMROLI,Billwise,P667,HUL-134996D-P14553,-----
L,SHREE LAXMI DAIRY -D-D,P668,Sundry Debtor,Assets,null,AMROLI CHAR RASTA,CHHAPRABHATHA ROAD,SURAT,Billwise,P668,HUL-134996D-P14880,---
L,KAILASHMEDICAL&amp;PRO.STORES-D-D-D-D-D-D,P669,Sundry Debtor,Assets,null,SHOP.NO-15GREENPLAZA,OPP.L.P.SAVANISCHOOL,ADAJANSURAT,Billwise,P669,HUL-133172D-P3616,24220202029
L,P.B.BAKERY-F-D-D-D-D-D-D,P670,Sundry Debtor,Assets,null,L-3 MANGALMAY APT,NEAR PALANPUR JAKATNAKA,PALANPUR ROAD SURAT,Billwise,P670,HUL-133172D-P8415,UNREGISTER
L,KRISHNA NOVELTY AND CUTLERY-D,P671,Sundry Debtor,Assets,null,30 BHAUCHAND NAGAR,AKAR SHOPPING SENTER,MADHAV AASHRAM PASSE PARAS MARKET KATARGAM,Billwise,P671,HUL-10B234D-P41653,1
L,MEDICARE THE MEDICINE SHOP,P672,Sundry Debtor,Assets,null,U-6SHANTIVANAPPARTMENT,BISIDESNEHSANCOOLWADI,ANANDMAHELROAD,Billwise,P672,HUL-133172D-P3631,24220201378
L,SHREE GANESH DAIRY AND BAKERY-D,P673,Sundry Debtor,Assets,null,SHOP 39 SHRIJI RESIDENCY,Near Gajanand Store,Amroli,Billwise,P673,HUL-10B234D-P41674,1
L,SHREE BALAJI BACKRY &amp; SUPER MARKET-D,P674,Sundry Debtor,Assets,null,SHOP NO-5.HARI OM NAGAR SOC,NEW KOSAD ROAD,AMROLI,Billwise,P674,HUL-134996D-P25381,---
L,UTTAM MEDICAL STORE-D,P675,Sundry Debtor,Assets,null,G-10SMIT RESIDENCY,NEAR- L.G.STORE,CROSS ROAD,Billwise,P675,HUL-134996D-P25308,---
L,SHREE KRISHNA MEDICAL &amp; PROVISION-D-D-D-D,P676,Sundry Debtor,Assets,null,15AKSHAR PARK SOC,CHAPRABHATHA,AMROLI,Billwise,P676,HUL-134508D-P9385,---
L,P. R Medical Store T--D-D-D-D-D,P677,Sundry Debtor,Assets,null,SHOP-3 AMENA TOWAR,NEW CAUSE-WAY ROAD,RANDER ROAD SURAT,Billwise,P677,HUL-133172F-P3373,UNREGISTERD
L,GAYTRI MEDICAL  STORES-D-D-D-D-D,P678,Sundry Debtor,Assets,null,SHOP NO 24,MAHENDRA PARK,OLPAD ROAD,Billwise,P678,HUL-134083D-P7720,NA
L,SANGAM MEDICAL &amp; GEN. STO.(PIPLOD)-D-D-D-D-D,P679,Sundry Debtor,Assets,null,SHOP NO.8 KRUSHNA DHAM COM. PIPLOD,NR/PRAGATI NAGAR,NA,Billwise,P679,HUL-131916P2841,APP
L,SIDDHI VINAYAK MEDICAL &amp;GENERAL STORE-D-D-D-D,P680,Sundry Debtor,Assets,null,SHOP NO.8,SHANITSADAN APPT.,OPP.TEKRAWALA SCHOOL,Billwise,P680,HUL-133172D-P8447,UNREGISTER
L,Gayatri Pharmacy-D-P,P681,Sundry Debtor,Assets,null,The Galleria Shopping,Nr.Sanjeevkumar Auditorium,Opp.New RtoPal,Billwise,P681,HUL-10B234D-P18390,1
L,DIVYAMEDICAL(SMART)-D-D-D-D-D-D,P682,Sundry Debtor,Assets,null,103SHIVSHAKTIAPP.OPP.GHODDODROAD,NA,NA,Billwise,P682,HUL-132638D-D0230,24220301154
L,mamta medical and gen store,P683,Sundry Debtor,Assets,null,6,Raj Orion ambika nagar,palanpor jakat naka canal road,Billwise,P683,HUL-10B234D-P18407,1
L,SHREE BALAJI MEDICAL &amp; GENRAL STORE-D,P684,Sundry Debtor,Assets,chaudharyyogesh250@gmail.com,G-7RAJHANSH PLATINAM,TP-8NR-L.P.SAVANI SCHOOL,PALANPUR GAM,Billwise,P684,HUL-134996D-P24203,---
L,VRUNDAWAN CUTLERY-D,P685,Sundry Debtor,Assets,null,KUBER NAGER 1,KATARGAM,SURAT,Billwise,P685,HUL-10B234D-P18412,1
L,Ramdev Medical&amp; General-D,P686,Sundry Debtor,Assets,null,Shop No 8,Vardhman Appartment,Near Navyug CollegeSurat,Billwise,P686,HUL-10B234D-P18536,1
L,BALAJI MEDICAL STORE-D-D-D-D,P687,Sundry Debtor,Assets,null,SHOP NO-38,SHIV KARTIK ANCLAVE,VESU,Billwise,P687,HUL-133172D-P20530,NA
L,PRAMUKH MEDICAL STORE-D,P688,Sundry Debtor,Assets,null,KENAL ROAD,PALANPUR JAKAT NAKA,PALANPUR GAM,Billwise,P688,HUL-134996D-P24683,*************
L,Sreeji Live Cake &amp; Bakry-D,P689,Sundry Debtor,Assets,null,Shop No 18 19,Alifanta Heights,Hari Darshano Khado Op Janvi Medi,Billwise,P689,HUL-10B234D-P41786,1
L,SUMUL DAIRY AND PALAR-D,P690,Sundry Debtor,Assets,null,Shop 12 Saithirh Residencey,Near Hardik Beckars,Palanpuur Gaam,Billwise,P690,HUL-10B234D-P18572,1
L,SHREE GHANSHYAM NAMKEEN-D,P691,Sundry Debtor,Assets,null,34.35MAHAVIR DHAM2,OPP MADHAVBAG SCHOOL,AMROLI,Billwise,P691,HUL-10B234D-P18587,1
L,Param Medical-D,P692,Sundry Debtor,Assets,null,Shop No 3,Lotarsh Reshideshi,New Kosad Rod Niyar Rajdip Kirana,Billwise,P692,HUL-10B234D-P18662,1
L,Patel Dairy-D,P693,Sundry Debtor,Assets,null,C Z PATEL PARK SOC,CHHAPRA BHATHA ROAD,AMROLI,Billwise,P693,HUL-10B234D-P18690,1
L,SHIVAM MEDICAL &amp; GEN-D-D-D-D-D-D,P694,Sundry Debtor,Assets,null,NEAR SOMESHWAR.,NEAR SOMESHWARI GATE,UDHNA MAGDALLA ROAD,Billwise,P694,HUL-132638D-P2204,24222303397
L,RAJ MEDICAL STORES-D-D-D-D,P695,Sundry Debtor,Assets,null,NARAYAN PARK SOC,BUS STOP,ICHHAPORE MAIN ROAD,Billwise,P695,HUL-134083D-P9523,NA
L,Vinay Medical-D,P696,Sundry Debtor,Assets,null,KawasGam,Near Maruti  Tredin,Mainrod,Billwise,P696,HUL-10B234D-P18718,1
L,SHREE NAND CHAMIST-D-D-D-D-D,P697,Sundry Debtor,Assets,null,SHOP NO.32,RUCH SHOPING CENTER,KAWAS,Billwise,P697,HUL-134083D-P9800,NA
L,VAIBHAV CHEMIST-D-D-D-D-D,P698,Sundry Debtor,Assets,null,SHOP NO-16 PARTH SHOPING CENTER,ASHIRWAD RESIDENCY,NEW CITI LIGHT RD. BESIDE NEW UMIYA TRADING,Billwise,P698,HUL-133172D-P3380,UNREGISTERED
L,SUBH LAXMI DAIRY-D,P699,Sundry Debtor,Assets,null,VAISNAV DEVI,HIGHTS JAHAGIR PURA,SURAT,Billwise,P699,HUL-10B234D-P18841,1
L,PRAGLBH MEDICAL-D,P700,Sundry Debtor,Assets,null,Shop 752 Krushna Nagar Soc,Near Shobha Ashish Store,Amroli,Billwise,P700,HUL-10B234D-P18854,1
L,Shree Ganesh Medical Store-D,P701,Sundry Debtor,Assets,sriram.patel121@gmail.com,56 Ranglaxmi Soc,Sahyog Medical Ni Gali Ma,Amroli,Billwise,P701,HUL-10B234D-P18869,1
L,KRISHNA MEDICAL&amp;GENERAL STORES-D-D-D-D-D,P702,Sundry Debtor,Assets,null,SHOP-4 NEAR HAPPY HOME COMPLEX,NEAR PATEL BROTHERS,NEW CITILIGHT,Billwise,P702,HUL-133172D-P3391,UNREGISTERED
L,Om Medicine-D,P703,Sundry Debtor,Assets,null,G16 Sunrise Residency,Utran Mota,Varachhaa,Billwise,P703,HUL-10B234D-P18874,1
L,AISHA MEDICAL&amp;PRO STORE-D-D-D-D-D-D,P704,Sundry Debtor,Assets,null,SHOP NO.3,ALIF COMPLEX,RANDER ROAD,Billwise,P704,HUL-133172D-P15794,NA
L,Bharat Medical General Store-D,P705,Sundry Debtor,Assets,null,314 Sai Milan Residenncy,314 Sai Milan Residency,Canal Road Kanpur Game Surat,Billwise,P705,HUL-10B234D-P18998,1
L,APNAMEDICAL&amp;GENERAL-D-D-D-D-D,P706,Sundry Debtor,Assets,null,SHOPNOA-4,PRAGATIPARKSOC.,NRVINAYAKSUPERSHOPPY,Billwise,P706,HUL-131916P1271,UN RAGISTERD
L,Shree Krishna Medical-D,P707,Sundry Debtor,Assets,null,Shop No 4,Ground Floor Business Rair,Nr Katareswar Temple,Billwise,P707,HUL-10B234D-P19008,1
L,Flavourybakers-D,P708,Sundry Debtor,Assets,null,1112 Smeet Residency,Cross Road,Amroli,Billwise,P708,HUL-10B234D-P19093,1
L,Shree Maruti Medical-D,P709,Sundry Debtor,Assets,jaydeepkutana43@gmail.com,Shope1 Harikrushna,Complex Bhagat Nagar Road,Katargaam Surat,Billwise,P709,HUL-10B234D-P19119,1
L,MAHAVEERMEDICALESTORES(UNICARE)-D-D-D-D-D,P710,Sundry Debtor,Assets,hardikshah776@gmail.com,B-11 DHRUV SHOPPING CENTER,SWEET HOME PARK,CITY LIGHT AREA,Billwise,P710,GJ39500781553,UNREGISTERED
L,Jaliyan Medical &amp; Provision-D-D-D-D-D,P711,Sundry Debtor,Assets,null,Shop No. 14,Classic Point Appt.,Anand Mahal Road,Billwise,P711,HUL-134083D-P11646,NA
L,DIP PHARMACY-D,P712,Sundry Debtor,Assets,null,7.SHIV PARK NR.Kirisna Enter Price Anand Mahalroad,NR Krishna Enter Prise Anand Mahal Road SURAT Adan,7 SHIV PARK ANAND MAHAL ROAD SURAT NR KRISHNA KI,Billwise,P712,HUL-10B234D-P19194,1
L,Kanaiya Namkeen Bakery-D,P713,Sundry Debtor,Assets,null,No 6 Amar Deep Complax,Laxmiplaza Near,Chaprabhata Road,Billwise,P713,HUL-10B234D-P19219,1
L,Dwarkesh Medical-D,P714,Sundry Debtor,Assets,null,Balaji Complex Near People Char Rasta Katargam Sur,Same,Same,Billwise,P714,HUL-10B234D-P19224,1
L,JAYAMBECHEMIST-D-D-D-D-D,P715,Sundry Debtor,Assets,null,S.N.2SentPark,CityLightOpp.AshokPan,Surat,Billwise,P715,HUL-133172D-P3739,UNREGISTERED
L,Ambica Cutlary-D,P716,Sundry Debtor,Assets,null,Uday Nagar Near Aarti Sabu Katargam Surat,Same,Same,Billwise,P716,HUL-10B234D-P19229,1
L,Shreenathji Dairy-D,P717,Sundry Debtor,Assets,null,G-43 Western City Complex,Opp. Nayara Petrol Pump,Lp Savani School,Billwise,P717,HUL-10B234D-P41849,NA
L,Patel Namkin-D,P718,Sundry Debtor,Assets,null,Shop 26 Mahendra Park,Anmol Bakery Near,Jahgirpura Circles,Billwise,P718,HUL-10B234D-P19264,1
L,Saraswati Bag-D,P719,Sundry Debtor,Assets,null,Opp.Jain Derasar Main Road,Amroli,Surat,Billwise,P719,HUL-10B234D-P19269,1
L,Sharthi Medical-D,P720,Sundry Debtor,Assets,null,Plot No 20.Satadhar Society,Opp.Kailash Row House,New Load Road. Amroli,Billwise,P720,HUL-10B234D-P19274,1
L,Tulsi Backry-D,P721,Sundry Debtor,Assets,null,Shinganpor Char Rashta,Opp Vastukala Aepartment,New Manish Cement Depot Dvarkesh Complex.,Billwise,P721,HUL-10B234D-P19279,1
L,MAHAVIR MEDICAL -P-D-D-D-D-D,P722,Sundry Debtor,Assets,null,11AGAM KRUPA COMPLEXOPP,RAJ SIDHI APR,VESU,Billwise,P722,HUL-133172D-P7129,UNREGISTER
L,LAXMI DAIRY AND SWEET-D,P723,Sundry Debtor,Assets,null,G 12 SPARANZA BUSINESS HUB,NR RAJ VICTORYA,PAL GAM ADAJAN,Billwise,P723,HUL-10B234D-P19339,1
L,Sir Siryadavi Dari Parlar-D,P724,Sundry Debtor,Assets,null,Bahuchar Nagar,Hariommil Ka Samna,Vad Rod,Billwise,P724,HUL-10B234D-P41856,1
L,NILKANTH MEDICAL STORE-D-D-D-D-D-D,P725,Sundry Debtor,Assets,null,SHOP NO-5 PUJAABHISHEK APPT,OPP RELIENCE MARKET,VESU,Billwise,P725,HUL-131916P330,APPLIED FOR
L,New Saurastra Bakery-D,P726,Sundry Debtor,Assets,null,Shop No.3 Maruti Appartment 1 Ambica Nagar  Road,Same,Same,Billwise,P726,HUL-10B234D-P19414,1
L,Jaybut Bhawani Medical-D,P727,Sundry Debtor,Assets,null,Shop No.10,Dm Flats,Nr Dhanmora Char Rasta,Billwise,P727,HUL-10B234D-P19469,1
L,PETAL DARY-D,P728,Sundry Debtor,Assets,null,SOP N 10 TERUPITAPP MANT,CHAPARA BHATA ROD,AMROLI,Billwise,P728,HUL-10B234D-P19484,1
L,Jalasai Scoop &amp;Bakery-D,P729,Sundry Debtor,Assets,patelnailesh49@gmail.com,Vakhariya Vadi Sahjanad  Estet Nanived Katargam,Same,Same,Billwise,P729,HUL-10B234D-P19549,1
L,Ramdev Medical-D,P730,Sundry Debtor,Assets,null,Shop No 3 V Plaza Near Gajera School,Same,Same,Billwise,P730,HUL-10B234D-P19559,1
L,DEV MEDICAL STORES T-P-D-D-D-D,P731,Sundry Debtor,Assets,null,123 NUTUN ROW HOUSE B/H,VIDHYA KUNJ SCHOOL,PAL ROAD SURAT,Billwise,P731,HUL-134083D-P11128,NA
L,New Kanaiya Dairy &amp; Pro. Store-D,P732,Sundry Debtor,Assets,null,2 Shaswat App.Haribhaivaghji Ni Khadki Katargam,Same,Same,Billwise,P732,HUL-10B234D-P19579,1
L,Shree Mahalaxmi Dairy-D,P733,Sundry Debtor,Assets,null,2 Asopalav App.Patelfaliu Katargam,Same,Same,Billwise,P733,HUL-10B234D-P19589,1
L,Krishna Bakery &amp; Sweets-D,P734,Sundry Debtor,Assets,null,#%&amp;*()+.,Same,Same,Billwise,P734,HUL-10B234D-P19594,1
L,RAVI MEDICAL &amp; GEN STORE(UNICARE)-D-D-D-D-D-D,P735,Sundry Debtor,Assets,null,U-3MALHAR COMPLEXOPP NEHRU NAGAR,NR.ICCHANATH STORES,SURAT,Billwise,P735,GJ39500781570,24220301035
L,Keval Krupa Medical-D,P736,Sundry Debtor,Assets,null,245.Anandpark.Socity,Nr.Jagdamba Kirana,Ved Road,Billwise,P736,HUL-10B234D-P19659,1
L,Shree Krishna Dary-D,P737,Sundry Debtor,Assets,null,Shop No 51,Mahavir Dham,Vibhag 2 Amroli,Billwise,P737,HUL-10B234D-P41884,1
L,Riya Pharmacy-D,P738,Sundry Debtor,Assets,null,Gujrat Gru,Nirman Broad Tarwadi,Chaprabhata,Billwise,P738,HUL-10B234D-P19704,1
L,UTTAM MEDICAL&amp;GENERAL STORES(UNICARE)-D-D-D-D-D-D,P739,Sundry Debtor,Assets,null,G-26 CHANDNI CHOWK,Piplod,SURAT,Billwise,P739,GJ39500781580,24222303101
L,BHAGWATI MEDICAL AND GENERAL STORE,P740,Sundry Debtor,Assets,null,AMBIKA ROAD,KATRGAM,Pars Bazar,Billwise,P740,HUL-10B234D-P19749,1
L,Tulshi Dairy  &amp; Sweet-D,P741,Sundry Debtor,Assets,null,Sundaram Appartment,Palanpur Gam,Pal,Billwise,P741,HUL-10B234D-P19769,1
L,Vedam Dairy-D,P742,Sundry Debtor,Assets,null,Shop No 299,Ramnagar,Menroad,Billwise,P742,HUL-10B234D-P19789,1
L,BROTHER S BAKERY-D,P743,Sundry Debtor,Assets,null,G35.RAJWORLD COMPLEX PALANPUR CANAL ROAD PAL SURAT,Nr Asha Store Adajan Surat,G.35 RAJWORLD COMPLEX CANAL ROAD PAL SURAT,Billwise,P743,HUL-10B234D-P19824,1
L,Pramukhpharmacy-D,P744,Sundry Debtor,Assets,null,Shopno14,Greenatria,Nrunitedgreenhospital,Billwise,P744,HUL-10B234D-P19834,1
L,Maa Laxmi Medical-D-P-D,P745,Sundry Debtor,Assets,raghavramawat8@gmail.com,124Ayodhya Nagari,Mora Games,Mora Tekara,Billwise,P745,HUL-10B234D-P19839,1
L,MAHALAXMISUPERSTORES(SMART)-D-D-D-D-D-D-D,P746,Sundry Debtor,Assets,null,9/10OPPNUTANROWHOUSE,PALGAMROADKRISHNAPARK,SURAT,Billwise,P746,HUL-132638D-D0039,24220201988
L,SHYAM BAKERY AND NAMKEEN-D,P747,Sundry Debtor,Assets,null,KANTHARIYA HANUMAN NI BAJU,NAXTR FLAT,KTARGAM,Billwise,P747,HUL-10B234D-P19909,1
L,Maa Anpurna Floar House-D,P748,Sundry Debtor,Assets,null,Shop No 3,Sidharth Complex,Near Samay Complex Adajan,Billwise,P748,HUL-10B234D-P41905,NA
L,SAGAR MEDICAL &amp; General Stores-D,P749,Sundry Debtor,Assets,null,SHOP NO A 27 NEW KOSAD ROAD,NEAR GAUTAM SELAS AGENCY,AMROLI,Billwise,P749,HUL-10B234D-P20044,1
L,gayatri Namkin &amp; bekry-D,P750,Sundry Debtor,Assets,null,g52 raj world near palnpur gam,surat,surat,Billwise,P750,HUL-10B234D-P20079,1
L,Sumal Parler Utran-D,P751,Sundry Debtor,Assets,null,Shop CD 4 Mangalm Residence,Utaran Road,Utran,Billwise,P751,HUL-10B234D-P20204,1
L,CHOUDHARY MEDICAL D-D,P752,Sundry Debtor,Assets,null,SHOP NO 1 OPP VASTU LUXUIYA,GATE NO 3 RUNDH MAGDALLA,DUMES ROAD,Billwise,P752,HUL-10A176D-P58807,000
L,Chamunda Dairy-D,P753,Sundry Debtor,Assets,null,Global City,Opp Sweet Recidency,Sayan Road,Billwise,P753,HUL-10B234D-P20244,1
L,YUMMIE TUMMIE PARLOUR-D,P754,Sundry Debtor,Assets,null,NAKSHTRA SOLITAIRE,CANAL ROAD,ADAJAN,Billwise,P754,HUL-10B234D-P20384,1
L,JAY MEDECOS-D,P755,Sundry Debtor,Assets,null,VASI FADEYAL,NANI BAJAR,DUMAS,Billwise,P755,HUL-10A176D-P59353,1
L,Bhagwati Medical-D,P756,Sundry Debtor,Assets,null,#%&amp;*()+.,Same,Same,Billwise,P756,HUL-10B234D-P20494,1
L,Kiran Medical-D,P757,Sundry Debtor,Assets,null,Rajdeeep Complex Shop .Nno1,Ved Road Singanpor Char Rashta,Madharcare Hospital Same,Billwise,P757,HUL-10B234D-P20629,1
L,Mahavir Medico-D,P758,Sundry Debtor,Assets,null,Shp No 5,Time Square,Canal Road Vesu,Billwise,P758,HUL-10A176D-P59739,1
L,SHUBHAM MEDICAL-D,P759,Sundry Debtor,Assets,null,Q1RADHIKA POINTTADWADI,CHAPRABHATA AMROLI,SURAT,Billwise,P759,HUL-10B234D-P20809,1
L,Kriday Medical-D,P760,Sundry Debtor,Assets,null,Shop.No 4 Amardeep App.,Nr.Kamal Medical,Chhapra Bhatha Road,Billwise,P760,HUL-10B234D-P20939,1
L,PATEL DAIRY AND SWEET-D,P761,Sundry Debtor,Assets,null,SHOP S11 CLASSIC POINT APPARTMENT,MAHALAXMI  TEMPLE,AANAD MAHEL ROAD,Billwise,P761,HUL-10B234D-P20979,1
L,Om Nagneshi Novty-D,P762,Sundry Debtor,Assets,null,Paras Police Choky,Near Satguru Novelty,Katargam,Billwise,P762,HUL-10A225D-P62852,1
L,Laxmi Medical Store-D,P763,Sundry Debtor,Assets,null,Shop No 9 Laxmi Darshan Appt. Dabholi Char Rasta,Same,Same,Billwise,P763,HUL-10B234D-P21014,1
L,Syam Medical-D,P764,Sundry Debtor,Assets,rahulgohil400@gmail.com,11 Apple Sqer,Dabholi,Katargam,Billwise,P764,HUL-10B234D-P21029,1
L,Health Care Pharmacy Beauty Point-D,P765,Sundry Debtor,Assets,null,G 16 17 Green Signature,Shoppers  Udhna Magdalla Road,Vesu Surat,Billwise,P765,HUL-10A176D-P62605,1
L,Bansider Bakry-D,P766,Sundry Debtor,Assets,null,UDAY NAGER 2 BAJU MA.,Katrgam,Surat,Billwise,P766,HUL-10B234D-P21144,1
L,NEW METRO MEDICO-D,P767,Sundry Debtor,Assets,null,G 815 Aagam Arcade,Opp.Hampton Park Nr.Siddhi Vinayk Temple,Vesu Main Road Vesu Surat.,Billwise,P767,HUL-10A176D-P62622,1
L,Ghiriraj Icecream &amp; General Store,P768,Sundry Debtor,Assets,null,Shop No.2 Sai Darshan,Opp.Rajhansh Apple,KenalRoadPalanpurJakatnakaSurat,Billwise,P768,HUL-10B234D-P21246,1
L,Ganesh Bakery And Sweet-D,P769,Sundry Debtor,Assets,null,Shop 20,Pmb Mall Opp Radhika Point,Chaprabhata Road,Billwise,P769,HUL-10B234D-P21266,1
L,YUKTA DAIRY-D-D-D-D-D-D-D,P770,Sundry Debtor,Assets,null,L-12 GOVIND JI PARK,SHOPING COMPEX,UMRA GAAM,Billwise,P770,HUL-132967P3293,NA
L,Zamzam Ice Cream-D,P771,Sundry Debtor,Assets,null,Foolwadi Bharimata Road,Katargam Near,Saheb Medical,Billwise,P771,HUL-10B234D-P21446,1
L,SHREE BHAGVATI DAIRY-D,P772,Sundry Debtor,Assets,null,SHOP 2 UMUNA PARK,DABHOLI GAM NEAR,MANIBA SCHL,Billwise,P772,HUL-10B234D-P21566,1
L,JASHANK AMUL PARLOUR-D,P773,Sundry Debtor,Assets,null,UGAT BESAN ROAD SREEJI NAGARI,Ugat Besan Road SREEJI Nagari Adjan J.K Naka,ADAJAN SURAT,Billwise,P773,HUL-10B234D-P21661,1
L,KANAIYA DAIRY &amp; SWEET-D,P774,Sundry Debtor,Assets,null,SHOP NO6VINAYAK RESIDENCY,OPP GAJERA SCHOOL,KATARAGAM,Billwise,P774,HUL-10B234D-P21706,1
L,Jay Ambey Sweet-D,P775,Sundry Debtor,Assets,null,Napa Sai Sitaram Soc.,Kawasgam,Kawas,Billwise,P775,HUL-10B234D-P21729,1
L,PAVITRA MEDICAL AND GENERAL STORE-D-P,P776,Sundry Debtor,Assets,null,SHPO 1 GYAN TULSI,APT JANVI MEDICAL NI BAJU MA,KTARGAM DABHOLI,Billwise,P776,HUL-10B234D-P21824,1
L,PRAMUKH MEDICAL-D,P777,Sundry Debtor,Assets,null,DIMOLITION ROAD,NER AXAR MEDICAL,KATARGAM GAJARA CARCAL PHULPADA ROAD,Billwise,P777,HUL-10B234D-P21842,1
L,SHIVAM MEDICAL&amp;GENERAL  STORE-D,P778,Sundry Debtor,Assets,null,SHOP NO 33 34 GROUND,FLOOR SHIVAN AVENUE,CASUEWSAY DABHOLI,Billwise,P778,HUL-10B234D-P21937,1
L,MARUTI PHARMACY-D,P779,Sundry Debtor,Assets,null,Nr L.P Savani Circal Opp Ganesh Aalupuri Shiv Camp,Adajan SURAT Nr Ashok Medical,NR LP SAVANI CIRCLE OPP GANESH AALUPURI SHIVCAMPAS,Billwise,P779,HUL-10B234D-P21942,1
L,RAZA MEDICAL STORE-D,P780,Sundry Debtor,Assets,null,Bhatena Garib Nawaz Masjid,Bhatena Road Ni Gali,Maandarwaja,Billwise,P780,HUL-10B234D-P21969,1
L,Jaliyan Medical-D,P781,Sundry Debtor,Assets,null,Amroli,Shop.No 5 Nr.Khadi Bridge,Chhapra Bhatha,Billwise,P781,HUL-10B234D-P21989,1
L,RAJ PATEL DAIRY &amp; SWEET-D-D-D,P782,Sundry Debtor,Assets,null,28-SIMNDHAR COMPLEX,NR RUPAM MEDICAL,PAL ROAD ADAJAN,Billwise,P782,HUL-101471D-P10879,***************
L,VANDAN MEDICAL &amp; PRO*VANITA VISTARM-D-D-D,P783,Sundry Debtor,Assets,null,LG/4ORNATE HOUSE,OPPVANITA VISHRAM,SURAT,Billwise,P783,HUL-133100P110,24220700371
L,Harsh Bakery D-P-P-D-D,P784,Sundry Debtor,Assets,null,2-TRILOK NAGAR SOC.,OPP VIDHAYA KUNJ SCHOOL,NR ISHWAR SUPER STORES,Billwise,P784,HUL-133172D-P3383,00000
L,MAHADEV MEDICAL &amp; GENERAL STORE-D,P785,Sundry Debtor,Assets,null,G/8RUDRAM AVENUE,B/H.L.P.SAVANI SCHOOL,VESU,Billwise,P785,HUL-134996D-P25636,11
L,JAY AMBEY MEDICAL STORES-D,P786,Sundry Debtor,Assets,null,L-172SHANTINIKETAN SOC.,ANAND MAHAL ROADNR.SNEH SANKUL WADI,SURAT,Billwise,P786,GJ39500781549,24220200770
L,AKANKHA MEDICAL &amp; GEN STORE-D-D-D-D,P787,Sundry Debtor,Assets,null,32-AAGAM ORCHID,NR BALAJI MEDICAL,VESU,Billwise,P787,HUL-134733D-P6844,0000
L,SAIKRUPA CHEMIST,P788,Sundry Debtor,Assets,null,SHOP NO-2LIBERTY APPT ATHAVAGATE,OPP GOKULAM DAIRY,ATHAVA LINE,Billwise,P788,HUL-133172D-P20525,NA
L,KAILASH MEDICAL &amp; GENERAL STORE-D-D-D-D-D-D,P789,Sundry Debtor,Assets,null,SHOP NO-5 RUDRAM ANCLAVE,NR LP SAVANI SCHOOL VIP RD,VESU,Billwise,P789,HUL-133172D-P20625,NA
L,VARDHMAN STORE-D-D-D-D,P790,Sundry Debtor,Assets,null,UG-6SALERA SHOPPING CENTRE,NR MALLINATH STORE,GHOD DOD RD,Billwise,P790,HUL-131916P1366,APPLIED FOR
L,JOY CHEMIST -D-D-D,P791,Sundry Debtor,Assets,null,L-3 INDRAPRASTH COMPLEX,LITY LIGHT MAIN RD,PARLEPOINT,Billwise,P791,HUL-133173P964,24220300868
L,SHIVAM MEDICAL &amp; GENERAL STORE-D-D,P792,Sundry Debtor,Assets,null,SHOP NO-G-30,V.I.P.PLAZASHYAM TEMPLE,ALTHAN ROAD,Billwise,P792,HUL-134996D-P13431,----
L,SHREE SAI BAKERS-D-D,P793,Sundry Debtor,Assets,null,OPP-JAY MEDICAL,NANI BAZAR,DUMAS,Billwise,P793,HUL-134996D-P14088,---
L,SHRI SAMARTH MEDICAL STORE- D-D-D-D-D-D,P794,Sundry Debtor,Assets,null,6 SHILA TOWER,ADAJAN,NR SHUBHAM STORES,Billwise,P794,HUL-133172D-P14778,24220200402
L,LEKEVIEW MEDICAL-D-D-D-D-D-D,P795,Sundry Debtor,Assets,null,SURYANARAYAN APP.,Piplod,N.A.,Billwise,P795,HUL-133172D-P3730,UNREGISTERED
